Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
ET,Temperature change on land,516,Namibia,7271,Temperature change,7007,July,2020,2020,°c,-0.436,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7008,August,2013,2013,°c,-0.655,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7008,August,2020,2020,°c,-0.8,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7009,September,2012,2012,°c,-0.97,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7009,September,2013,2013,°c,-0.387,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7010,October,2017,2017,°c,-0.597,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7011,November,2011,2011,°c,-0.679,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7011,November,2014,2014,°c,-1.52,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7011,November,2019,2019,°c,2.549,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7012,December,2012,2012,°c,-0.566,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7012,December,2014,2014,°c,-0.282,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7012,December,2019,2019,°c,-0.487,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7016,Dec–Jan–Feb,2011,2011,°c,-0.907,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7016,Dec–Jan–Feb,2012,2012,°c,-0.675,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7017,Mar–Apr–May,2011,2011,°c,-0.85,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7017,Mar–Apr–May,2019,2019,°c,2.81,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7018,Jun–Jul–Aug,2011,2011,°c,-0.359,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7018,Jun–Jul–Aug,2012,2012,°c,-0.602,E,Estimated value
ET,Temperature change on land,516,Namibia,7271,Temperature change,7020,Meteorological year,2011,2011,°c,-0.473,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7001,January,2012,2012,°c,-0.435,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7001,January,2015,2015,°c,-0.819,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7001,January,2018,2018,°c,-0.592,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7002,February,2010,2010,°c,3.568,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7002,February,2011,2011,°c,2.715,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7002,February,2019,2019,°c,-1.138,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7002,February,2020,2020,°c,-0.545,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7003,March,2011,2011,°c,2.881,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7003,March,2012,2012,°c,-0.783,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7003,March,2013,2013,°c,3.213,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7003,March,2016,2016,°c,2.991,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7004,April,2015,2015,°c,-1.509,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7004,April,2016,2016,°c,2.596,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7004,April,2020,2020,°c,2.939,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7011,November,2019,2019,°c,3.356,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7012,December,2011,2011,°c,-0.97,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7012,December,2015,2015,°c,-2.478,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7012,December,2018,2018,°c,-0.791,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7012,December,2020,2020,°c,2.588,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7016,Dec–Jan–Feb,2016,2016,°c,-0.86,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7016,Dec–Jan–Feb,2019,2019,°c,-0.727,E,Estimated value
ET,Temperature change on land,562,Niger,7271,Temperature change,7017,Mar–Apr–May,2016,2016,°c,2.571,E,Estimated value
ET,Temperature change on land,566,Nigeria,7271,Temperature change,7002,February,2010,2010,°c,3.287,E,Estimated value
ET,Temperature change on land,566,Nigeria,7271,Temperature change,7003,March,2016,2016,°c,2.741,E,Estimated value
ET,Temperature change on land,566,Nigeria,7271,Temperature change,7004,April,2010,2010,°c,2.567,E,Estimated value
ET,Temperature change on land,566,Nigeria,7271,Temperature change,7012,December,2011,2011,°c,-0.275,E,Estimated value
ET,Temperature change on land,566,Nigeria,7271,Temperature change,7012,December,2015,2015,°c,-0.943,E,Estimated value
ET,Temperature change on land,566,Nigeria,7271,Temperature change,7012,December,2020,2020,°c,2.577,E,Estimated value
ET,Temperature change on land,686,Senegal,7271,Temperature change,7001,January,2016,2016,°c,2.854,E,Estimated value
ET,Temperature change on land,686,Senegal,7271,Temperature change,7002,February,2010,2010,°c,2.566,E,Estimated value
ET,Temperature change on land,686,Senegal,7271,Temperature change,7002,February,2018,2018,°c,-0.497,E,Estimated value
ET,Temperature change on land,686,Senegal,7271,Temperature change,7002,February,2020,2020,°c,3.304,E,Estimated value
ET,Temperature change on land,686,Senegal,7271,Temperature change,7003,March,2010,2010,°c,2.721,E,Estimated value
ET,Temperature change on land,686,Senegal,7271,Temperature change,7012,December,2020,2020,°c,2.778,E,Estimated value
ET,Temperature change on land,694,Sierra Leone,7271,Temperature change,7002,February,2016,2016,°c,-0.305,E,Estimated value
ET,Temperature change on land,694,Sierra Leone,7271,Temperature change,7012,December,2015,2015,°c,-0.685,E,Estimated value
ET,Temperature change on land,694,Sierra Leone,7271,Temperature change,7016,Dec–Jan–Feb,2016,2016,°c,-0.365,E,Estimated value
ET,Temperature change on land,706,Somalia,7271,Temperature change,7003,March,2011,2011,°c,-0.364,E,Estimated value
ET,Temperature change on land,706,Somalia,7271,Temperature change,7003,March,2016,2016,°c,3.376,E,Estimated value
ET,Temperature change on land,706,Somalia,7271,Temperature change,7004,April,2019,2019,°c,3.07,E,Estimated value
ET,Temperature change on land,706,Somalia,7271,Temperature change,7004,April,2020,2020,°c,2.541,E,Estimated value
ET,Temperature change on land,706,Somalia,7271,Temperature change,7005,May,2018,2018,°c,-0.349,E,Estimated value
ET,Temperature change on land,706,Somalia,7271,Temperature change,7005,May,2019,2019,°c,3.281,E,Estimated value
ET,Temperature change on land,706,Somalia,7271,Temperature change,7008,August,2015,2015,°c,2.743,E,Estimated value
ET,Temperature change on land,706,Somalia,7271,Temperature change,7012,December,2011,2011,°c,-0.318,E,Estimated value
ET,Temperature change on land,710,South Africa,7271,Temperature change,7005,May,2019,2019,°c,2.94,E,Estimated value
ET,Temperature change on land,710,South Africa,7271,Temperature change,7007,July,2011,2011,°c,-0.598,E,Estimated value
ET,Temperature change on land,710,South Africa,7271,Temperature change,7009,September,2012,2012,°c,-0.355,E,Estimated value
ET,Temperature change on land,710,South Africa,7271,Temperature change,7010,October,2015,2015,°c,3.151,E,Estimated value
ET,Temperature change on land,710,South Africa,7271,Temperature change,7011,November,2011,2011,°c,-0.273,E,Estimated value
ET,Temperature change on land,710,South Africa,7271,Temperature change,7012,December,2015,2015,°c,2.979,E,Estimated value
ET,Temperature change on land,728,South Sudan,7271,Temperature change,7001,January,2020,2020,°c,-0.889,E,Estimated value
ET,Temperature change on land,728,South Sudan,7271,Temperature change,7002,February,2011,2011,°c,2.652,E,Estimated value
ET,Temperature change on land,728,South Sudan,7271,Temperature change,7002,February,2018,2018,°c,2.833,E,Estimated value
ET,Temperature change on land,728,South Sudan,7271,Temperature change,7003,March,2016,2016,°c,2.931,E,Estimated value
ET,Temperature change on land,728,South Sudan,7271,Temperature change,7004,April,2017,2017,°c,2.535,E,Estimated value
ET,Temperature change on land,728,South Sudan,7271,Temperature change,7012,December,2014,2014,°c,-0.97,E,Estimated value
ET,Temperature change on land,728,South Sudan,7271,Temperature change,7012,December,2015,2015,°c,-0.574,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7001,January,2011,2011,°c,-0.304,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7001,January,2012,2012,°c,-0.472,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7001,January,2016,2016,°c,-1.129,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7001,January,2017,2017,°c,2.767,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7001,January,2018,2018,°c,-0.779,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7001,January,2020,2020,°c,-1.365,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7002,February,2013,2013,°c,2.531,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7002,February,2015,2015,°c,2.63,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7002,February,2017,2017,°c,-0.468,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7002,February,2018,2018,°c,3.755,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7002,February,2020,2020,°c,-0.713,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7003,March,2016,2016,°c,3.774,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7011,November,2011,2011,°c,-0.948,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7012,December,2015,2015,°c,-1.367,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7012,December,2017,2017,°c,2.653,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7016,Dec–Jan–Feb,2016,2016,°c,-0.569,E,Estimated value
ET,Temperature change on land,729,Sudan,7271,Temperature change,7016,Dec–Jan–Feb,2020,2020,°c,-0.467,E,Estimated value
ET,Temperature change on land,736,Sudan (former),7271,Temperature change,7001,January,2010,2010,°c,2.544,E,Estimated value
ET,Temperature change on land,736,Sudan (former),7271,Temperature change,7002,February,2010,2010,°c,2.692,E,Estimated value
ET,Temperature change on land,736,Sudan (former),7271,Temperature change,7004,April,2010,2010,°c,2.912,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7001,January,2017,2017,°c,-1.244,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7001,January,2019,2019,°c,-0.429,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7002,February,2010,2010,°c,3.068,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7002,February,2011,2011,°c,-0.427,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7002,February,2012,2012,°c,-2.57,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7002,February,2013,2013,°c,-0.397,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7002,February,2015,2015,°c,-1.106,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7002,February,2019,2019,°c,-0.401,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7003,March,2010,2010,°c,2.605,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7003,March,2013,2013,°c,3.101,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7003,March,2018,2018,°c,2.867,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7004,April,2013,2013,°c,2.695,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7004,April,2016,2016,°c,3.538,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7004,April,2018,2018,°c,2.753,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7004,April,2020,2020,°c,2.532,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7005,May,2015,2015,°c,2.982,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7005,May,2017,2017,°c,2.754,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7005,May,2020,2020,°c,3.748,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7006,June,2012,2012,°c,3.132,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7006,June,2019,2019,°c,3.653,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7007,July,2012,2012,°c,2.971,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7007,July,2018,2018,°c,3.937,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7007,July,2019,2019,°c,3.072,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7008,August,2012,2012,°c,2.509,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7008,August,2019,2019,°c,2.659,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7008,August,2020,2020,°c,2.647,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7009,September,2014,2014,°c,3.556,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7010,October,2012,2012,°c,3.807,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7010,October,2013,2013,°c,4.653,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7010,October,2014,2014,°c,3.436,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7010,October,2015,2015,°c,2.94,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7010,October,2016,2016,°c,4.301,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7011,November,2012,2012,°c,3.661,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7011,November,2014,2014,°c,2.935,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7012,December,2019,2019,°c,2.713,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7016,Dec–Jan–Feb,2010,2010,°c,2.7,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7016,Dec–Jan–Feb,2012,2012,°c,-0.371,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7017,Mar–Apr–May,2013,2013,°c,2.517,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7018,Jun–Jul–Aug,2012,2012,°c,2.871,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7018,Jun–Jul–Aug,2019,2019,°c,3.128,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7019,Sep–Oct–Nov,2012,2012,°c,3.143,E,Estimated value
ET,Temperature change on land,788,Tunisia,7271,Temperature change,7019,Sep–Oct–Nov,2014,2014,°c,3.309,E,Estimated value
ET,Temperature change on land,800,Uganda,7271,Temperature change,7004,April,2018,2018,°c,-0.937,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7001,January,2010,2010,°c,2.664,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7001,January,2016,2016,°c,3.258,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7002,February,2010,2010,°c,3.319,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7002,February,2012,2012,°c,-0.504,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7002,February,2018,2018,°c,-0.519,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7002,February,2020,2020,°c,3.141,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7003,March,2010,2010,°c,2.661,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7004,April,2010,2010,°c,3.269,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7004,April,2013,2013,°c,2.732,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7004,April,2014,2014,°c,2.673,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7004,April,2015,2015,°c,2.599,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7004,April,2017,2017,°c,3.624,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7005,May,2011,2011,°c,2.667,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7005,May,2015,2015,°c,3.539,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7006,June,2011,2011,°c,3.367,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7006,June,2017,2017,°c,3.176,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7006,June,2020,2020,°c,3.177,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7009,September,2020,2020,°c,2.729,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7011,November,2012,2012,°c,2.541,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7012,December,2010,2010,°c,3.39,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7012,December,2015,2015,°c,2.611,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7012,December,2016,2016,°c,2.562,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7012,December,2018,2018,°c,2.509,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7016,Dec–Jan–Feb,2010,2010,°c,3.005,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7016,Dec–Jan–Feb,2016,2016,°c,2.532,E,Estimated value
ET,Temperature change on land,732,Western Sahara,7271,Temperature change,7018,Jun–Jul–Aug,2020,2020,°c,2.577,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7003,March,2015,2015,°c,3.685,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7003,March,2017,2017,°c,-0.985,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7004,April,2012,2012,°c,-0.839,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7004,April,2018,2018,°c,-0.282,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7005,May,2010,2010,°c,3.168,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7005,May,2016,2016,°c,-1.079,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7007,July,2018,2018,°c,-0.376,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7008,August,2020,2020,°c,2.874,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7009,September,2019,2019,°c,-0.731,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7010,October,2016,2016,°c,2.546,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7010,October,2018,2018,°c,-1.015,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7011,November,2019,2019,°c,2.715,E,Estimated value
ET,Temperature change on land,894,Zambia,7271,Temperature change,7012,December,2019,2019,°c,3.286,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7002,February,2011,2011,°c,-0.44,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7002,February,2016,2016,°c,2.533,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7002,February,2018,2018,°c,-0.701,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7003,March,2017,2017,°c,-0.486,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7004,April,2012,2012,°c,-0.824,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7004,April,2013,2013,°c,-0.534,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7004,April,2014,2014,°c,-0.57,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7004,April,2017,2017,°c,-0.779,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7005,May,2016,2016,°c,-0.346,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7008,August,2011,2011,°c,-0.454,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7008,August,2018,2018,°c,2.871,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7009,September,2018,2018,°c,2.948,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7010,October,2013,2013,°c,-0.732,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7010,October,2018,2018,°c,-1.026,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7011,November,2017,2017,°c,-0.458,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7012,December,2015,2015,°c,2.973,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7012,December,2020,2020,°c,-0.303,E,Estimated value
ET,Temperature change on land,716,Zimbabwe,7271,Temperature change,7017,Mar–Apr–May,2017,2017,°c,-0.369,E,Estimated value
